File,Tag
\bookkeeping\tech_solutions\general_ledger_2022_final.xlsx,Bookkeeping
\clients\johnson_inc\tax\2022\tax_return.pdf,Tax
\reports\johnson_inc\financial_summary_2021_v2.pdf,Financial
\Documents\Johnson_Inc\2021\Source_Files.zip_v2,Source Documents
\bank\smith_llc\2022\credit_card_statement_v1.pdf,Statements
\tax\2021\city_services_w2.pdf,Tax
\clients\global_trading\bookkeeping\2020\journal_entries_revised.xlsx,Bookkeeping
\clients\eastern_supplies\financial\2025\balance_sheet_updated.xlsx,Financial
\pacific_industries\statements\2020_apr_statement_v2.pdf,Statements
\clients\eastern_supplies\payroll\2018\jul_payroll_final.xlsx,Payroll
\mountain_view\tax_prep\2023\federal_return_v1.pdf,Tax
\documents\global_trading\2022\source_files.zip_v1,Source Documents
bay_holdings_v1,Tax
\clients\eastern_supplies\payroll\2022\jan_payroll.xlsx,Payroll
\payroll\pacific_industries\2020\employee_wages_revised.csv,Payroll
\clients\riverside_group\bookkeeping\2021\journal_entries_v2.xlsx,Bookkeeping
\Northern_Foods\Statements\2022_Jul_Statement.pdf,Statements
\hr\tech_solutions\payroll_register_2021_v3.pdf,Payroll
\clients\western_logistics\financial\2025\balance_sheet_final.xlsx,Financial
\clients\mountain_view\accounting\2021\tax_documents_v1.xlsx,Tax
\clients\acme_corp\source_documents\2019\receipts_v1.pdf,Source Documents
\acme_corp\tax_prep\2025\federal_return_revised.pdf,Tax
\tech_solutions\source_data\2019\invoices_received_v2.pdf,Source Documents
\clients\northern_foods\financial\2018\balance_sheet_v3.xlsx,Financial
\Documents\Smith_LLC\2024\Source_Files.zip_copy,Source Documents
\payroll\city_services\2024\employee_wages_final.csv,Payroll
\payroll\western_logistics\2023\employee_wages_final.csv,Payroll
\mountain_view\accounting\2024\reconciliation.pdf,Bookkeeping
\Tax\2020\Pacific_Industries_W2.pdf,Tax
western_solutions_new,Financial
\clients\northern_foods\tax\2019\tax_return_updated.pdf,Tax
\city_services\accounting\2021\reconciliation.pdf,Bookkeeping
\financial\pacific_industries\2020\income_statement_new.pdf,Financial
\acme_corp\source_data\2025\invoices_received_new.pdf,Source Documents
\clients\acme_corp\tax\2020\tax_return_revised.pdf,Tax
\tech_solutions\statements\2021_feb_statement_v1.pdf,Statements
\payroll\riverside_group\2023\employee_wages_final.csv,Payroll
\bank\pacific_industries\2021\credit_card_statement_v2.pdf,Statements
\bookkeeping\global_trading\general_ledger_2023_new.xlsx,Bookkeeping
\clients\western_logistics\2024\bank_reconciliation_updated.xlsx,Bookkeeping
\bank\global_trading\2018\credit_card_statement_new.pdf,Statements
\johnson_inc\accounting\2021\reconciliation_updated.pdf,Bookkeeping
\reports\acme_corp\financial_summary_2018_copy.pdf,Financial
\payroll\johnson_inc\2020\employee_wages_v1.csv,Payroll
\hr\northern_foods\payroll_register_2022_new.pdf,Payroll
\eastern_supplies\accounting\2018\reconciliation_updated.pdf,Bookkeeping
\pacific_industries\hr\payroll_sep_2023_copy.xlsx,Payroll
\clients\city_services\2022\bank_reconciliation_v1.xlsx,Bookkeeping
\clients\mountain_view\bookkeeping\2022\journal_entries_new.xlsx,Bookkeeping
\bank\city_services\2023\credit_card_statement_updated.pdf,Statements
\bank\johnson_inc\2022\credit_card_statement_v3.pdf,Statements
\clients\acme_corp\bookkeeping\2020\journal_entries_final.xlsx,Bookkeeping
\eastern_supplies\statements\2023_jan_statement_updated.pdf,Statements
\eastern_supplies\hr\payroll_jul_2022_new.xlsx,Payroll
\tax\2018\northern_foods_w2_v2.pdf,Tax
\clients\northern_foods\bookkeeping\2021\journal_entries_updated.xlsx,Bookkeeping
\Clients\Riverside_Group\Payroll\2021\Jan_Payroll.xlsx,Payroll
\pacific_industries\tax_prep\2021\federal_return_updated.pdf,Tax
\Johnson_Inc\Accounting\2021\Profit_Loss.xlsx,Financial
\tech_solutions\statements\2021_aug_statement.pdf,Statements
\tax\2020\northern_foods_w2_copy.pdf,Tax
\clients\city_services\statements\2019\bank_statement_oct.pdf,Statements
\Reports\Tech_Solutions\Financial_Summary_2022.pdf,Financial
\bookkeeping\global_trading\general_ledger_2022_v1.xlsx,Bookkeeping
\tax\2021\city_services_w2_copy.pdf,Tax
\documents\riverside_group\2018\1099_forms_v1.pdf,Tax
\tax\2025\eastern_supplies_w2.pdf,Tax
\Clients\Smith_LLC\Bookkeeping\2025\Journal_Entries.xlsx,Bookkeeping
\Western_Logistics\Accounting\2022\Profit_Loss.xlsx,Financial
\clients\riverside_group\statements\2023\bank_statement_apr.pdf,Statements
\Tax\2018\Global_Trading_W2.pdf,Tax
\clients\johnson_inc\payroll\2022\feb_payroll_updated.xlsx,Payroll
\hr\city_services\payroll_register_2020_revised.pdf,Payroll
\acme_corp\statements\2024_may_statement_copy.pdf,Statements
ocean_group_new,Bookkeeping
\Clients\Mountain_View\Statements\2020\Bank_Statement_Mar.pdf,Statements
\clients\pacific_industries\source_documents\2022\receipts_final.pdf,Source Documents
\financial\pacific_industries\2019\income_statement.pdf,Financial
\western_logistics\tax_prep\2023\federal_return_final.pdf,Tax
\tech_solutions\source_data\2021\invoices_received_updated.pdf,Source Documents
\Clients\Global_Trading\Statements\2022\Bank_Statement_Apr.pdf,Statements
\clients\smith_llc\2022\bank_reconciliation_v2.xlsx,Bookkeeping
\Riverside_Group\HR\Payroll_Aug_2018.xlsx,Payroll
\tech_solutions\accounting\2024\reconciliation_updated.pdf,Bookkeeping
\city_services\hr\payroll_mar_2021_v3.xlsx,Payroll
\Clients\Eastern_Supplies\Tax\2025\Tax_Return.pdf,Tax
\Clients\Northern_Foods\Financial\2018\Balance_Sheet.xlsx,Financial
\acme_corp\accounting\2021\reconciliation_final.pdf,Bookkeeping
\city_services\hr\payroll_mar_2025_revised.xlsx,Payroll
\Eastern_Supplies\Statements\2019_Feb_Statement.pdf,Statements
\clients\city_services\tax\2022\tax_return_new.pdf,Tax
\eastern_supplies\accounting\2024\profit_loss_v2.xlsx,Financial
\Clients\Eastern_Supplies\Statements\2023\Bank_Statement_Sep.pdf,Statements
premier_llc_v3,Source Documents
\clients\city_services\accounting\2021\tax_documents.xlsx,Tax
\mountain_view\source_data\2019\invoices_received_v3.pdf,Source Documents
\payroll\eastern_supplies\2022\employee_wages.csv,Payroll
\financial\northern_foods\2022\income_statement.pdf,Financial
\reports\mountain_view\financial_summary_2020_v1.pdf,Financial
\HR\Acme_Corp\Payroll_Register_2019.pdf,Payroll
\northern_foods\statements\2023_nov_statement_copy.pdf,Statements
\global_trading\statements\2021_oct_statement_v3.pdf,Statements
\clients\tech_solutions\statements\2023\bank_statement_feb.pdf,Statements
metro_group_final,Payroll
\clients\eastern_supplies\payroll\2024\apr_payroll_revised.xlsx,Payroll
\clients\acme_corp\2022\bank_reconciliation_v3.xlsx,Bookkeeping
\Johnson_Inc\Statements\2023_Apr_Statement.pdf,Statements
national_holdings_v2,Financial
pacific_enterprises_final,Source Documents
metro_enterprises_final,Tax
\hr\global_trading\payroll_register_2021_new.pdf,Payroll
\acme_corp\statements\2024_mar_statement_v3.pdf,Statements
\clients\riverside_group\statements\2020\bank_statement_jun_copy.pdf,Statements
\northern_foods\tax_prep\2021\federal_return_new.pdf,Tax
lake_corp_v2,Bookkeeping
\hr\pacific_industries\payroll_register_2023_v2.pdf,Payroll
\Documents\Western_Logistics\2023\Source_Files.zip_v1,Source Documents
\Clients\City_Services\Payroll\2019\Jul_Payroll.xlsx,Payroll
\Riverside_Group\Accounting\2023\Profit_Loss.xlsx,Financial
\documents\smith_llc\2022\1099_forms_new.pdf,Tax
\clients\riverside_group\statements\2021\bank_statement_dec_v1.pdf,Statements
\acme_corp\source_data\2024\invoices_received_final.pdf,Source Documents
acme_holdings_revised,Bookkeeping
\clients\tech_solutions\financial\2021\balance_sheet_v3.xlsx,Financial
\financial\mountain_view\2022\income_statement_final.pdf,Financial
\eastern_supplies\source_data\2024\invoices_received_v3.pdf,Source Documents
\Documents\Eastern_Supplies\2022\Source_Files.zip_v2,Source Documents
\reports\acme_corp\financial_summary_2023_new.pdf,Financial
global_holdings_copy,Payroll
\clients\eastern_supplies\financial\2018\balance_sheet_v3.xlsx,Financial
\bookkeeping\acme_corp\general_ledger_2019_v2.xlsx,Bookkeeping
\financial\acme_corp\2025\income_statement_updated.pdf,Financial
\riverside_group\statements\2024_mar_statement_final.pdf,Statements
\clients\western_logistics\payroll\2022\jun_payroll.xlsx,Payroll
\clients\mountain_view\bookkeeping\2018\journal_entries_updated.xlsx,Bookkeeping
\riverside_group\hr\payroll_jan_2020_final.xlsx,Payroll
\pacific_industries\statements\2022_sep_statement_new.pdf,Statements
\clients\northern_foods\payroll\2018\mar_payroll.xlsx,Payroll
\documents\eastern_supplies\2024\source_files.zip_final,Source Documents
\global_trading\statements\2020_feb_statement_v2.pdf,Statements
\clients\pacific_industries\statements\2024\bank_statement_apr.pdf,Statements
bay_holdings_v3,Tax
\clients\northern_foods\statements\2020\bank_statement_mar_v3.pdf,Statements
\clients\global_trading\payroll\2023\jan_payroll_v3.xlsx,Payroll
\Western_Logistics\HR\Payroll_Nov_2019.xlsx,Payroll
\bank\pacific_industries\2024\credit_card_statement_copy.pdf,Statements
\clients\riverside_group\2022\bank_reconciliation_v1.xlsx,Bookkeeping
pacific_co_copy,Bookkeeping
\Mountain_View\Accounting\2021\Profit_Loss.xlsx,Financial
\smith_llc\source_data\2021\invoices_received_final.pdf,Source Documents
\pacific_industries\statements\2024_apr_statement_new.pdf,Statements
\clients\mountain_view\statements\2024\bank_statement_sep_updated.pdf,Statements
\Documents\Northern_Foods\2019\1099_Forms.pdf,Tax
\clients\riverside_group\source_documents\2019\receipts_revised.pdf,Source Documents
\Bookkeeping\Western_Logistics\General_Ledger_2020.xlsx,Bookkeeping
\Documents\Global_Trading\2018\Source_Files.zip_new,Source Documents
\mountain_view\accounting\2020\profit_loss_v2.xlsx,Financial
\clients\riverside_group\2024\bank_reconciliation_v1.xlsx,Bookkeeping
\global_trading\accounting\2023\profit_loss_new.xlsx,Financial
\johnson_inc\source_data\2024\invoices_received.pdf,Source Documents
\clients\western_logistics\payroll\2021\nov_payroll.xlsx,Payroll
\northern_foods\statements\2024_jul_statement_v1.pdf,Statements
\documents\mountain_view\2022\source_files.zip_new,Source Documents
\bank\city_services\2018\credit_card_statement.pdf,Statements
\mountain_view\statements\2019_mar_statement_updated.pdf,Statements
\clients\smith_llc\statements\2025\bank_statement_aug.pdf,Statements
\clients\acme_corp\payroll\2024\mar_payroll_final.xlsx,Payroll
\reports\city_services\financial_summary_2022.pdf,Financial
\reports\northern_foods\financial_summary_2019_final.pdf,Financial
\Clients\Smith_LLC\Payroll\2020\Dec_Payroll.xlsx,Payroll
\financial\city_services\2023\income_statement_v3.pdf,Financial
\clients\tech_solutions\source_documents\2022\receipts.pdf,Source Documents
\clients\smith_llc\payroll\2021\sep_payroll_final.xlsx,Payroll
\Riverside_Group\Statements\2024_June_Statement.pdf,Statements
\clients\mountain_view\payroll\2021\aug_payroll_updated.xlsx,Payroll
\clients\western_logistics\statements\2024\bank_statement_aug_final.pdf,Statements
\clients\mountain_view\statements\2022\bank_statement_jul_new.pdf,Statements
\clients\global_trading\payroll\2022\May_payroll_final.xlsx,Payroll
\Documents\Tech_Solutions\2023\Source_Files.zip_v2,Source Documents
\financial\pacific_industries\2025\income_statement_v1.pdf,Financial
\Documents\Tech_Solutions\2025\Source_Files.zip_v1,Source Documents
\global_trading\hr\payroll_jun_2023_updated.xlsx,Payroll
\Clients\Tech_Solutions\Payroll\2023\Nov_Payroll.xlsx,Payroll
\clients\global_trading\source_documents\2024\receipts_updated.pdf,Source Documents
\clients\smith_llc\statements\2024\bank_statement_nov_final.pdf,Statements
\bookkeeping\northern_foods\general_ledger_2018_v1.xlsx,Bookkeeping
\clients\johnson_inc\2020\bank_reconciliation_v1.xlsx,Bookkeeping
\global_trading\source_data\2022\invoices_received_copy.pdf,Source Documents
acme_llc_v1,Payroll
\documents\city_services\2022\source_files.zip_copy,Source Documents
sterling_solutions_updated,Bookkeeping
\financial\western_logistics\2020\income_statement_updated.pdf,Financial
\clients\eastern_supplies\statements\2019\bank_statement_jun_copy.pdf,Statements
\Riverside_Group\Tax_Prep\2023\Federal_Return.pdf,Tax
\clients\tech_solutions\source_documents\2020\receipts_new.pdf,Source Documents
\clients\smith_llc\statements\2020\bank_statement_sep_v1.pdf,Statements
\hr\mountain_view\payroll_register_2019_copy.pdf,Payroll
\documents\johnson_inc\2019\1099_forms_updated.pdf,Tax
\pacific_industries\hr\payroll_sep_2022_v2.xlsx,Payroll
\documents\riverside_group\2023\1099_forms_copy.pdf,Tax
national_holdings_copy,Tax
\clients\mountain_view\bookkeeping\2024\journal_entries_updated.xlsx,Bookkeeping
\clients\mountain_view\bookkeeping\2022\journal_entries_updated.xlsx,Bookkeeping
\clients\mountain_view\source_documents\2023\receipts_v3.pdf,Source Documents
\eastern_supplies\hr\payroll_jul_2022_v3.xlsx,Payroll
\acme_corp\accounting\2025\reconciliation_v1.pdf,Bookkeeping
\reports\acme_corp\financial_summary_2024_revised.pdf,Financial
\Clients\Western_Logistics\Source_Documents\2023\Receipts.pdf,Source Documents
\pacific_industries\tax_prep\2019\federal_return_v3.pdf,Tax
\clients\global_trading\2019\bank_reconciliation_v1.xlsx,Bookkeeping
\reports\tech_solutions\financial_summary_2019.pdf,Financial
\bookkeeping\northern_foods\general_ledger_2019.xlsx,Bookkeeping
\documents\riverside_group\2024\1099_forms.pdf,Tax
\payroll\northern_foods\2025\employee_wages_v2.csv,Payroll
\Global_Trading\Statements\2018_Aug_Statement.pdf,Statements
\western_logistics\accounting\2023\profit_loss_updated.xlsx,Financial
\Western_Logistics\Statements\2018_Mar_Statement.pdf,Statements
\clients\riverside_group\statements\2024\bank_statement_apr_v1.pdf,Statements
prime_ltd_copy,Statements
\northern_foods\source_data\2024\invoices_received_copy.pdf,Source Documents
\clients\northern_foods\payroll\2022\jul_payroll.xlsx,Payroll
metro_enterprises_v1,Payroll
\clients\acme_corp\payroll\2021\may_payroll_v3.xlsx,Payroll
harbor_group_v1,Source Documents
vertex_enterprises_updated,Bookkeeping
\clients\smith_llc\payroll\2020\sep_payroll_updated.xlsx,Payroll
\clients\pacific_industries\accounting\2018\tax_documents_v3.xlsx,Tax
\eastern_supplies\accounting\2021\reconciliation_copy.pdf,Bookkeeping
\western_logistics\tax_prep\2018\federal_return_v2.pdf,Tax
pacific_llc_v2,Bookkeeping
\clients\eastern_supplies\statements\2022\bank_statement_may_new.pdf,Statements
\Clients\Mountain_View\Statements\2025\Bank_Statement_Feb.pdf,Statements
\Clients\Smith_LLC\Statements\2018\Bank_Statement_Dec.pdf,Statements
\clients\smith_llc\source_documents\2020\receipts_revised.pdf,Source Documents
\clients\johnson_inc\payroll\2020\mar_payroll_final.xlsx,Payroll
\eastern_supplies\accounting\2022\profit_loss_v2.xlsx,Financial
\Documents\Johnson_Inc\2023\Source_Files.zip_v1,Source Documents
\Clients\Tech_Solutions\Payroll\2021\Mar_Payroll.xlsx,Payroll
\hr\smith_llc\payroll_register_2019_new.pdf,Payroll
\clients\city_services\source_documents\2023\receipts_v1.pdf,Source Documents
\clients\city_services\tax\2022\tax_return_final.pdf,Tax
\clients\global_trading\bookkeeping\2022\journal_entries_v1.xlsx,Bookkeeping
\mountain_view\source_data\2023\invoices_received_v2.pdf,Source Documents
\clients\mountain_view\financial\2018\balance_sheet_v3.xlsx,Financial
\clients\mountain_view\tax\2024\tax_return_v3.pdf,Tax
\clients\eastern_supplies\statements\2024\bank_statement_sep_revised.pdf,Statements
\clients\northern_foods\statements\2024\bank_statement_feb_updated.pdf,Statements
\clients\western_logistics\tax\2021\tax_return_revised.pdf,Tax
\Global_Trading\Statements\2019_Mar_Statement.pdf,Statements
\Acme_Corp\Accounting\2020\Reconciliation.pdf,Bookkeeping
\clients\riverside_group\financial\2023\balance_sheet_v1.xlsx,Financial
crown_solutions_v3,Source Documents
\Pacific_Industries\HR\Payroll_Apr_2021.xlsx,Payroll
\clients\johnson_inc\2021\bank_reconciliation_v3.xlsx,Bookkeeping
\bank\mountain_view\2023\credit_card_statement_updated.pdf,Statements
\mountain_view\statements\2022_jan_statement_revised.pdf,Statements
central_holdings_copy,Financial
\global_trading\accounting\2018\profit_loss_updated.xlsx,Financial
\clients\riverside_group\source_documents\2019\receipts.pdf,Source Documents
coast_llc_final,Financial
\global_trading\statements\2020_oct_statement_new.pdf,Statements
valley_holdings_new,Payroll
\payroll\acme_corp\2022\employee_wages_new.csv,Payroll
\northern_foods\source_data\2023\invoices_received_v3.pdf,Source Documents
\reports\global_trading\financial_summary_2023_final.pdf,Financial
\bank\global_trading\2024\credit_card_statement_copy.pdf,Statements
metro_enterprises_v3,Payroll
\documents\acme_corp\2022\1099_forms_v2.pdf,Tax
valley_llc_v2,Tax
\johnson_inc\hr\payroll_mar_2024_updated.xlsx,Payroll
\clients\riverside_group\financial\2020\balance_sheet_v3.xlsx,Financial
\reports\mountain_view\financial_summary_2019_updated.pdf,Financial
\clients\northern_foods\source_documents\2025\receipts_v3.pdf,Source Documents
\Documents\Global_Trading\2025\Source_Files.zip_new,Source Documents
\Clients\Johnson_Inc\Statements\2025\Bank_Statement_Apr.pdf,Statements
\Payroll\Mountain_View\2019\Employee_Wages.csv,Payroll
\clients\riverside_group\bookkeeping\2022\journal_entries_new.xlsx,Bookkeeping
\bank\western_logistics\2021\credit_card_statement_v3.pdf,Statements
\johnson_inc\statements\2020_nov_statement_updated.pdf,Statements
\reports\eastern_supplies\financial_summary_2024_new.pdf,Financial
\riverside_group\accounting\2020\profit_loss.xlsx,Financial
\Documents\City_Services\2020\Source_Files.zip_new,Source Documents
\western_logistics\statements\2023_aug_statement_copy.pdf,Statements
\clients\western_logistics\statements\2022\bank_statement_jul.pdf,Statements
\documents\tech_solutions\2020\1099_forms_revised.pdf,Tax
\payroll\northern_foods\2018\employee_wages_new.csv,Payroll
